"datetime","dischargecfs","date","hh","mm","dischargem3","elapseddays","elapsedhours","avgdism3","avgdism315"
"2006-01-01 00:00",88,2006-01-01,"00","00",2.4918784,0,0,2.47772,2.4706408
"2006-01-01 00:15",87,2006-01-01,"00","15",2.4635616,0,0,2.47772,2.4706408
"2006-01-01 00:30",87,2006-01-01,"00","30",2.4635616,0,0,2.47772,2.4706408
"2006-01-01 00:45",87,2006-01-01,"00","45",2.4635616,0,0,2.47772,2.4706408
"2006-01-01 01:00",87,2006-01-01,"01","00",2.4635616,0,1,2.4741804,2.4635616
"2006-01-01 01:15",88,2006-01-01,"01","15",2.4918784,0,1,2.4741804,2.4635616
"2006-01-01 01:30",87,2006-01-01,"01","30",2.4635616,0,1,2.4741804,2.4635616
"2006-01-01 01:45",86,2006-01-01,"01","45",2.4352448,0,1,2.4741804,2.4635616
"2006-01-01 02:00",89,2006-01-01,"02","00",2.5201952,0,2,2.4635616,2.4706408
"2006-01-01 02:15",87,2006-01-01,"02","15",2.4635616,0,2,2.4635616,2.4706408
"2006-01-01 02:30",86,2006-01-01,"02","30",2.4352448,0,2,2.4635616,2.4706408
"2006-01-01 02:45",87,2006-01-01,"02","45",2.4635616,0,2,2.4635616,2.4706408
"2006-01-01 03:00",86,2006-01-01,"03","00",2.4352448,0,3,2.45789824,2.4564824
"2006-01-01 03:15",87,2006-01-01,"03","15",2.4635616,0,3,2.45789824,2.4564824
"2006-01-01 03:30",87,2006-01-01,"03","30",2.4635616,0,3,2.45789824,2.4564824
"2006-01-01 03:45",87,2006-01-01,"03","45",2.4635616,0,3,2.45789824,2.4564824
"2006-01-01 04:00",87,2006-01-01,"04","00",2.4635616,0,4,2.45726897777778,2.442324
"2006-01-01 04:15",86,2006-01-01,"04","15",2.4352448,0,4,2.45726897777778,2.442324
"2006-01-01 04:30",86,2006-01-01,"04","30",2.4352448,0,4,2.45726897777778,2.442324
"2006-01-01 04:45",86,2006-01-01,"04","45",2.4352448,0,4,2.45726897777778,2.442324
"2006-01-01 05:00",86,2006-01-01,"05","00",2.4352448,0,5,2.43839111111111,2.442324
"2006-01-01 05:15",87,2006-01-01,"05","15",2.4635616,0,5,2.43839111111111,2.442324
"2006-01-01 05:30",87,2006-01-01,"05","30",2.4635616,0,5,2.43839111111111,2.442324
"2006-01-01 05:45",85,2006-01-01,"05","45",2.406928,0,5,2.43839111111111,2.442324
"2006-01-01 06:00",85,2006-01-01,"06","00",2.406928,0,6,2.41951324444444,2.4210864
"2006-01-01 06:15",86,2006-01-01,"06","15",2.4352448,0,6,2.41951324444444,2.4210864
"2006-01-01 06:30",86,2006-01-01,"06","30",2.4352448,0,6,2.41951324444444,2.4210864
"2006-01-01 06:45",85,2006-01-01,"06","45",2.406928,0,6,2.41951324444444,2.4210864
"2006-01-01 07:00",85,2006-01-01,"07","00",2.406928,0,7,2.39748906666667,2.3856904
"2006-01-01 07:15",84,2006-01-01,"07","15",2.3786112,0,7,2.39748906666667,2.3856904
"2006-01-01 07:30",84,2006-01-01,"07","30",2.3786112,0,7,2.39748906666667,2.3856904
"2006-01-01 07:45",84,2006-01-01,"07","45",2.3786112,0,7,2.39748906666667,2.3856904
"2006-01-01 08:00",84,2006-01-01,"08","00",2.3786112,0,8,2.38427456,2.3856904
"2006-01-01 08:15",85,2006-01-01,"08","15",2.406928,0,8,2.38427456,2.3856904
"2006-01-01 08:30",84,2006-01-01,"08","30",2.3786112,0,8,2.38427456,2.3856904
"2006-01-01 08:45",84,2006-01-01,"08","45",2.3786112,0,8,2.38427456,2.3856904
"2006-01-01 09:00",84,2006-01-01,"09","00",2.3786112,0,9,2.3644528,2.3644528
"2006-01-01 09:15",83,2006-01-01,"09","15",2.3502944,0,9,2.3644528,2.3644528
"2006-01-01 09:30",84,2006-01-01,"09","30",2.3786112,0,9,2.3644528,2.3644528
"2006-01-01 09:45",83,2006-01-01,"09","45",2.3502944,0,9,2.3644528,2.3644528
"2006-01-01 10:00",84,2006-01-01,"10","00",2.3786112,0,10,2.37546488888889,2.3786112
"2006-01-01 10:15",85,2006-01-01,"10","15",2.406928,0,10,2.37546488888889,2.3786112
"2006-01-01 10:30",83,2006-01-01,"10","30",2.3502944,0,10,2.37546488888889,2.3786112
"2006-01-01 10:45",84,2006-01-01,"10","45",2.3786112,0,10,2.37546488888889,2.3786112
"2006-01-01 11:00",82,2006-01-01,"11","00",2.3219776,0,11,2.371532,2.3644528
"2006-01-01 11:15",84,2006-01-01,"11","15",2.3786112,0,11,2.371532,2.3644528
"2006-01-01 11:30",84,2006-01-01,"11","30",2.3786112,0,11,2.371532,2.3644528
"2006-01-01 11:45",84,2006-01-01,"11","45",2.3786112,0,11,2.371532,2.3644528
"2006-01-01 12:00",86,2006-01-01,"12","00",2.4352448,0,12,2.40378168888889,2.3998488
"2006-01-01 12:15",84,2006-01-01,"12","15",2.3786112,0,12,2.40378168888889,2.3998488
"2006-01-01 12:30",85,2006-01-01,"12","30",2.406928,0,12,2.40378168888889,2.3998488
"2006-01-01 12:45",84,2006-01-01,"12","45",2.3786112,0,12,2.40378168888889,2.3998488
"2006-01-01 13:00",84,2006-01-01,"13","00",2.3786112,0,13,2.38993792,2.3998488
"2006-01-01 13:15",84,2006-01-01,"13","15",2.3786112,0,13,2.38993792,2.3998488
"2006-01-01 13:30",86,2006-01-01,"13","30",2.4352448,0,13,2.38993792,2.3998488
"2006-01-01 13:45",85,2006-01-01,"13","45",2.406928,0,13,2.38993792,2.3998488
"2006-01-01 14:00",84,2006-01-01,"14","00",2.3786112,0,14,2.36728448,2.3573736
"2006-01-01 14:15",83,2006-01-01,"14","15",2.3502944,0,14,2.36728448,2.3573736
"2006-01-01 14:30",83,2006-01-01,"14","30",2.3502944,0,14,2.36728448,2.3573736
"2006-01-01 14:45",83,2006-01-01,"14","45",2.3502944,0,14,2.36728448,2.3573736
"2006-01-01 15:00",84,2006-01-01,"15","00",2.3786112,0,15,2.36162112,2.3644528
"2006-01-01 15:15",83,2006-01-01,"15","15",2.3502944,0,15,2.36162112,2.3644528
"2006-01-01 15:30",83,2006-01-01,"15","30",2.3502944,0,15,2.36162112,2.3644528
"2006-01-01 15:45",84,2006-01-01,"15","45",2.3786112,0,15,2.36162112,2.3644528
"2006-01-01 16:00",84,2006-01-01,"16","00",2.3786112,0,16,2.3679924,2.3573736
"2006-01-01 16:15",83,2006-01-01,"16","15",2.3502944,0,16,2.3679924,2.3573736
"2006-01-01 16:30",84,2006-01-01,"16","30",2.3786112,0,16,2.3679924,2.3573736
"2006-01-01 16:45",82,2006-01-01,"16","45",2.3219776,0,16,2.3679924,2.3573736
"2006-01-01 17:00",83,2006-01-01,"17","00",2.3502944,0,17,2.36287964444444,2.3573736
"2006-01-01 17:15",83,2006-01-01,"17","15",2.3502944,0,17,2.36287964444444,2.3573736
"2006-01-01 17:30",84,2006-01-01,"17","30",2.3786112,0,17,2.36287964444444,2.3573736
"2006-01-01 17:45",83,2006-01-01,"17","45",2.3502944,0,17,2.36287964444444,2.3573736
"2006-01-01 18:00",84,2006-01-01,"18","00",2.3786112,0,18,2.37011616,2.3573736
"2006-01-01 18:15",82,2006-01-01,"18","15",2.3219776,0,18,2.37011616,2.3573736
"2006-01-01 18:30",83,2006-01-01,"18","30",2.3502944,0,18,2.37011616,2.3573736
"2006-01-01 18:45",84,2006-01-01,"18","45",2.3786112,0,18,2.37011616,2.3573736
"2006-01-01 19:00",84,2006-01-01,"19","00",2.3786112,0,19,2.37294784,2.3786112
"2006-01-01 19:15",84,2006-01-01,"19","15",2.3786112,0,19,2.37294784,2.3786112
"2006-01-01 19:30",84,2006-01-01,"19","30",2.3786112,0,19,2.37294784,2.3786112
"2006-01-01 19:45",84,2006-01-01,"19","45",2.3786112,0,19,2.37294784,2.3786112
"2006-01-01 20:00",84,2006-01-01,"20","00",2.3786112,0,20,2.3927696,2.3927696
"2006-01-01 20:15",85,2006-01-01,"20","15",2.406928,0,20,2.3927696,2.3927696
"2006-01-01 20:30",83,2006-01-01,"20","30",2.3502944,0,20,2.3927696,2.3927696
"2006-01-01 20:45",86,2006-01-01,"20","45",2.4352448,0,20,2.3927696,2.3927696
"2006-01-01 21:00",84,2006-01-01,"21","00",2.3786112,0,21,2.38993792,2.3856904
"2006-01-01 21:15",84,2006-01-01,"21","15",2.3786112,0,21,2.38993792,2.3856904
"2006-01-01 21:30",85,2006-01-01,"21","30",2.406928,0,21,2.38993792,2.3856904
"2006-01-01 21:45",84,2006-01-01,"21","45",2.3786112,0,21,2.38993792,2.3856904
"2006-01-01 22:00",86,2006-01-01,"22","00",2.4352448,0,22,2.4352448,2.442324
"2006-01-01 22:15",87,2006-01-01,"22","15",2.4635616,0,22,2.4352448,2.442324
"2006-01-01 22:30",86,2006-01-01,"22","30",2.4352448,0,22,2.4352448,2.442324
"2006-01-01 22:45",86,2006-01-01,"22","45",2.4352448,0,22,2.4352448,2.442324
"2006-01-01 23:00",84,2006-01-01,"23","00",2.3786112,0,23,2.40950225454545,2.3998488
"2006-01-01 23:15",86,2006-01-01,"23","15",2.4352448,0,23,2.40950225454545,2.3998488
"2006-01-01 23:30",84,2006-01-01,"23","30",2.3786112,0,23,2.40950225454545,2.3998488
"2006-01-01 23:45",85,2006-01-01,"23","45",2.406928,0,23,2.40950225454545,2.3998488
"2006-01-02 00:00",87,2006-01-02,"00","00",2.4635616,1,24,2.43781905454545,2.442324
"2006-01-02 00:15",86,2006-01-02,"00","15",2.4352448,1,24,2.43781905454545,2.442324
"2006-01-02 00:30",86,2006-01-02,"00","30",2.4352448,1,24,2.43781905454545,2.442324
"2006-01-02 00:45",86,2006-01-02,"00","45",2.4352448,1,24,2.43781905454545,2.442324
"2006-01-02 01:00",85,2006-01-02,"01","00",2.406928,1,25,2.44783004444444,2.4352448
"2006-01-02 01:15",86,2006-01-02,"01","15",2.4352448,1,25,2.44783004444444,2.4352448
"2006-01-02 01:30",86,2006-01-02,"01","30",2.4352448,1,25,2.44783004444444,2.4352448
"2006-01-02 01:45",87,2006-01-02,"01","45",2.4635616,1,25,2.44783004444444,2.4352448
"2006-01-02 02:00",86,2006-01-02,"02","00",2.4352448,1,26,2.4529428,2.4494032
"2006-01-02 02:15",87,2006-01-02,"02","15",2.4635616,1,26,2.4529428,2.4494032
"2006-01-02 02:30",86,2006-01-02,"02","30",2.4352448,1,26,2.4529428,2.4494032
"2006-01-02 02:45",87,2006-01-02,"02","45",2.4635616,1,26,2.4529428,2.4494032
"2006-01-02 03:00",88,2006-01-02,"03","00",2.4918784,1,27,2.50320512,2.5060368
"2006-01-02 03:15",89,2006-01-02,"03","15",2.5201952,1,27,2.50320512,2.5060368
"2006-01-02 03:30",88,2006-01-02,"03","30",2.4918784,1,27,2.50320512,2.5060368
"2006-01-02 03:45",89,2006-01-02,"03","45",2.5201952,1,27,2.50320512,2.5060368
"2006-01-02 04:00",91,2006-01-02,"04","00",2.5768288,1,28,2.5095764,2.5201952
"2006-01-02 04:15",89,2006-01-02,"04","15",2.5201952,1,28,2.5095764,2.5201952
"2006-01-02 04:30",88,2006-01-02,"04","30",2.4918784,1,28,2.5095764,2.5201952
"2006-01-02 04:45",88,2006-01-02,"04","45",2.4918784,1,28,2.5095764,2.5201952
"2006-01-02 05:00",88,2006-01-02,"05","00",2.4918784,1,29,2.50037344,2.4989576
"2006-01-02 05:15",89,2006-01-02,"05","15",2.5201952,1,29,2.50037344,2.4989576
"2006-01-02 05:30",88,2006-01-02,"05","30",2.4918784,1,29,2.50037344,2.4989576
"2006-01-02 05:45",88,2006-01-02,"05","45",2.4918784,1,29,2.50037344,2.4989576
"2006-01-02 06:00",88,2006-01-02,"06","00",2.4918784,1,30,2.48558577777778,2.4918784
"2006-01-02 06:15",89,2006-01-02,"06","15",2.5201952,1,30,2.48558577777778,2.4918784
"2006-01-02 06:30",88,2006-01-02,"06","30",2.4918784,1,30,2.48558577777778,2.4918784
"2006-01-02 06:45",87,2006-01-02,"06","45",2.4635616,1,30,2.48558577777778,2.4918784
"2006-01-02 07:00",87,2006-01-02,"07","00",2.4635616,1,31,2.48904672,2.4918784
"2006-01-02 07:15",89,2006-01-02,"07","15",2.5201952,1,31,2.48904672,2.4918784
"2006-01-02 07:30",88,2006-01-02,"07","30",2.4918784,1,31,2.48904672,2.4918784
"2006-01-02 07:45",88,2006-01-02,"07","45",2.4918784,1,31,2.48904672,2.4918784
"2006-01-02 08:00",87,2006-01-02,"08","00",2.4635616,1,32,2.46985422222222,2.4635616
"2006-01-02 08:15",86,2006-01-02,"08","15",2.4352448,1,32,2.46985422222222,2.4635616
"2006-01-02 08:30",87,2006-01-02,"08","30",2.4635616,1,32,2.46985422222222,2.4635616
"2006-01-02 08:45",88,2006-01-02,"08","45",2.4918784,1,32,2.46985422222222,2.4635616
"2006-01-02 09:00",87,2006-01-02,"09","00",2.4635616,1,33,2.44468373333333,2.442324
"2006-01-02 09:15",86,2006-01-02,"09","15",2.4352448,1,33,2.44468373333333,2.442324
"2006-01-02 09:30",86,2006-01-02,"09","30",2.4352448,1,33,2.44468373333333,2.442324
"2006-01-02 09:45",86,2006-01-02,"09","45",2.4352448,1,33,2.44468373333333,2.442324
"2006-01-02 10:00",87,2006-01-02,"10","00",2.4635616,1,34,2.4564824,2.4352448
"2006-01-02 10:15",86,2006-01-02,"10","15",2.4352448,1,34,2.4564824,2.4352448
"2006-01-02 10:30",85,2006-01-02,"10","30",2.406928,1,34,2.4564824,2.4352448
"2006-01-02 10:45",86,2006-01-02,"10","45",2.4352448,1,34,2.4564824,2.4352448
"2006-01-02 11:00",86,2006-01-02,"11","00",2.4352448,1,35,2.4635616,2.4635616
"2006-01-02 11:15",87,2006-01-02,"11","15",2.4635616,1,35,2.4635616,2.4635616
"2006-01-02 11:30",88,2006-01-02,"11","30",2.4918784,1,35,2.4635616,2.4635616
"2006-01-02 11:45",87,2006-01-02,"11","45",2.4635616,1,35,2.4635616,2.4635616
"2006-01-02 12:00",87,2006-01-02,"12","00",2.4635616,1,36,2.46670791111111,2.47772
"2006-01-02 12:15",87,2006-01-02,"12","15",2.4635616,1,36,2.46670791111111,2.47772
"2006-01-02 12:30",88,2006-01-02,"12","30",2.4918784,1,36,2.46670791111111,2.47772
"2006-01-02 12:45",88,2006-01-02,"12","45",2.4918784,1,36,2.46670791111111,2.47772
"2006-01-02 13:00",87,2006-01-02,"13","00",2.4635616,1,37,2.4918784,2.47772
"2006-01-02 13:15",87,2006-01-02,"13","15",2.4635616,1,37,2.4918784,2.47772
"2006-01-02 13:30",88,2006-01-02,"13","30",2.4918784,1,37,2.4918784,2.47772
"2006-01-02 13:45",88,2006-01-02,"13","45",2.4918784,1,37,2.4918784,2.47772
"2006-01-02 14:00",89,2006-01-02,"14","00",2.5201952,1,38,2.4989576,2.5060368
"2006-01-02 14:15",89,2006-01-02,"14","15",2.5201952,1,38,2.4989576,2.5060368
"2006-01-02 14:30",88,2006-01-02,"14","30",2.4918784,1,38,2.4989576,2.5060368
"2006-01-02 14:45",88,2006-01-02,"14","45",2.4918784,1,38,2.4989576,2.5060368
"2006-01-02 15:00",90,2006-01-02,"15","00",2.548512,1,39,2.50037344,2.513116
"2006-01-02 15:15",88,2006-01-02,"15","15",2.4918784,1,39,2.50037344,2.513116
"2006-01-02 15:30",88,2006-01-02,"15","30",2.4918784,1,39,2.50037344,2.513116
"2006-01-02 15:45",89,2006-01-02,"15","45",2.5201952,1,39,2.50037344,2.513116
"2006-01-02 16:00",87,2006-01-02,"16","00",2.4635616,1,40,2.48621504,2.4847992
"2006-01-02 16:15",87,2006-01-02,"16","15",2.4635616,1,40,2.48621504,2.4847992
"2006-01-02 16:30",89,2006-01-02,"16","30",2.5201952,1,40,2.48621504,2.4847992
"2006-01-02 16:45",88,2006-01-02,"16","45",2.4918784,1,40,2.48621504,2.4847992
"2006-01-02 17:00",87,2006-01-02,"17","00",2.4635616,1,41,2.49471008,2.47772
"2006-01-02 17:15",88,2006-01-02,"17","15",2.4918784,1,41,2.49471008,2.47772
"2006-01-02 17:30",88,2006-01-02,"17","30",2.4918784,1,41,2.49471008,2.47772
"2006-01-02 17:45",87,2006-01-02,"17","45",2.4635616,1,41,2.49471008,2.47772
"2006-01-02 18:00",88,2006-01-02,"18","00",2.4918784,1,42,2.47385861818182,2.47772
"2006-01-02 18:15",87,2006-01-02,"18","15",2.4635616,1,42,2.47385861818182,2.47772
"2006-01-02 18:30",88,2006-01-02,"18","30",2.4918784,1,42,2.47385861818182,2.47772
"2006-01-02 18:45",87,2006-01-02,"18","45",2.4635616,1,42,2.47385861818182,2.47772
"2006-01-02 19:00",90,2006-01-02,"19","00",2.548512,1,43,2.47300053333333,2.47772
"2006-01-02 19:15",87,2006-01-02,"19","15",2.4635616,1,43,2.47300053333333,2.47772
"2006-01-02 19:30",86,2006-01-02,"19","30",2.4352448,1,43,2.47300053333333,2.47772
"2006-01-02 19:45",87,2006-01-02,"19","45",2.4635616,1,43,2.47300053333333,2.47772
"2006-01-02 20:00",87,2006-01-02,"20","00",2.4635616,1,44,2.45506656,2.4564824
"2006-01-02 20:15",87,2006-01-02,"20","15",2.4635616,1,44,2.45506656,2.4564824
"2006-01-02 20:30",86,2006-01-02,"20","30",2.4352448,1,44,2.45506656,2.4564824
"2006-01-02 20:45",87,2006-01-02,"20","45",2.4635616,1,44,2.45506656,2.4564824
"2006-01-02 21:00",86,2006-01-02,"21","00",2.4352448,1,45,2.43781905454545,2.442324
"2006-01-02 21:15",87,2006-01-02,"21","15",2.4635616,1,45,2.43781905454545,2.442324
"2006-01-02 21:30",86,2006-01-02,"21","30",2.4352448,1,45,2.43781905454545,2.442324
"2006-01-02 21:45",86,2006-01-02,"21","45",2.4352448,1,45,2.43781905454545,2.442324
"2006-01-02 22:00",86,2006-01-02,"22","00",2.4352448,1,46,2.43241312,2.4140072
"2006-01-02 22:15",85,2006-01-02,"22","15",2.406928,1,46,2.43241312,2.4140072
"2006-01-02 22:30",85,2006-01-02,"22","30",2.406928,1,46,2.43241312,2.4140072
"2006-01-02 22:45",85,2006-01-02,"22","45",2.406928,1,46,2.43241312,2.4140072
"2006-01-02 23:00",85,2006-01-02,"23","00",2.406928,1,47,2.40177949090909,2.4210864
"2006-01-02 23:15",86,2006-01-02,"23","15",2.4352448,1,47,2.40177949090909,2.4210864
"2006-01-02 23:30",85,2006-01-02,"23","30",2.406928,1,47,2.40177949090909,2.4210864
"2006-01-02 23:45",86,2006-01-02,"23","45",2.4352448,1,47,2.40177949090909,2.4210864
"2006-01-03 00:00",85,2006-01-03,"00","00",2.406928,2,48,2.38427456,2.3927696
"2006-01-03 00:15",84,2006-01-03,"00","15",2.3786112,2,48,2.38427456,2.3927696
"2006-01-03 00:30",85,2006-01-03,"00","30",2.406928,2,48,2.38427456,2.3927696
"2006-01-03 00:45",84,2006-01-03,"00","45",2.3786112,2,48,2.38427456,2.3927696
"2006-01-03 01:00",84,2006-01-03,"01","00",2.3786112,2,49,2.3644528,2.3644528
"2006-01-03 01:15",83,2006-01-03,"01","15",2.3502944,2,49,2.3644528,2.3644528
"2006-01-03 01:30",84,2006-01-03,"01","30",2.3786112,2,49,2.3644528,2.3644528
"2006-01-03 01:45",83,2006-01-03,"01","45",2.3502944,2,49,2.3644528,2.3644528
"2006-01-03 02:00",83,2006-01-03,"02","00",2.3502944,2,50,2.35658702222222,2.3573736
"2006-01-03 02:15",83,2006-01-03,"02","15",2.3502944,2,50,2.35658702222222,2.3573736
"2006-01-03 02:30",83,2006-01-03,"02","30",2.3502944,2,50,2.35658702222222,2.3573736
"2006-01-03 02:45",84,2006-01-03,"02","45",2.3786112,2,50,2.35658702222222,2.3573736
"2006-01-03 03:00",83,2006-01-03,"03","00",2.3502944,2,51,2.36162112,2.3644528
"2006-01-03 03:15",83,2006-01-03,"03","15",2.3502944,2,51,2.36162112,2.3644528
"2006-01-03 03:30",84,2006-01-03,"03","30",2.3786112,2,51,2.36162112,2.3644528
"2006-01-03 03:45",84,2006-01-03,"03","45",2.3786112,2,51,2.36162112,2.3644528
"2006-01-03 04:00",83,2006-01-03,"04","00",2.3502944,2,52,2.33770915555556,2.3502944
"2006-01-03 04:15",84,2006-01-03,"04","15",2.3786112,2,52,2.33770915555556,2.3502944
"2006-01-03 04:30",83,2006-01-03,"04","30",2.3502944,2,52,2.33770915555556,2.3502944
"2006-01-03 04:45",82,2006-01-03,"04","45",2.3219776,2,52,2.33770915555556,2.3502944
"2006-01-03 05:00",82,2006-01-03,"05","00",2.3219776,2,53,2.32712610909091,2.3432152
"2006-01-03 05:15",84,2006-01-03,"05","15",2.3786112,2,53,2.32712610909091,2.3432152
"2006-01-03 05:30",82,2006-01-03,"05","30",2.3219776,2,53,2.32712610909091,2.3432152
"2006-01-03 05:45",83,2006-01-03,"05","45",2.3502944,2,53,2.32712610909091,2.3432152
"2006-01-03 06:00",82,2006-01-03,"06","00",2.3219776,2,54,2.31883128888889,2.3219776
"2006-01-03 06:15",82,2006-01-03,"06","15",2.3219776,2,54,2.31883128888889,2.3219776
"2006-01-03 06:30",83,2006-01-03,"06","30",2.3502944,2,54,2.31883128888889,2.3219776
"2006-01-03 06:45",81,2006-01-03,"06","45",2.2936608,2,54,2.31883128888889,2.3219776
"2006-01-03 07:00",81,2006-01-03,"07","00",2.2936608,2,55,2.3078192,2.2936608
"2006-01-03 07:15",81,2006-01-03,"07","15",2.2936608,2,55,2.3078192,2.2936608
"2006-01-03 07:30",80,2006-01-03,"07","30",2.265344,2,55,2.3078192,2.2936608
"2006-01-03 07:45",82,2006-01-03,"07","45",2.3219776,2,55,2.3078192,2.2936608
"2006-01-03 08:00",82,2006-01-03,"08","00",2.3219776,2,56,2.29082912,2.2936608
"2006-01-03 08:15",81,2006-01-03,"08","15",2.2936608,2,56,2.29082912,2.2936608
"2006-01-03 08:30",80,2006-01-03,"08","30",2.265344,2,56,2.29082912,2.2936608
"2006-01-03 08:45",81,2006-01-03,"08","45",2.2936608,2,56,2.29082912,2.2936608
"2006-01-03 09:00",81,2006-01-03,"09","00",2.2936608,2,57,2.29082912,2.30074
"2006-01-03 09:15",83,2006-01-03,"09","15",2.3502944,2,57,2.29082912,2.30074
"2006-01-03 09:30",81,2006-01-03,"09","30",2.2936608,2,57,2.29082912,2.30074
"2006-01-03 09:45",80,2006-01-03,"09","45",2.265344,2,57,2.29082912,2.30074
"2006-01-03 10:00",80,2006-01-03,"10","00",2.265344,2,58,2.30215584,2.2865816
"2006-01-03 10:15",82,2006-01-03,"10","15",2.3219776,2,58,2.30215584,2.2865816
"2006-01-03 10:30",81,2006-01-03,"10","30",2.2936608,2,58,2.30215584,2.2865816
"2006-01-03 10:45",80,2006-01-03,"10","45",2.265344,2,58,2.30215584,2.2865816
"2006-01-03 11:00",82,2006-01-03,"11","00",2.3219776,2,59,2.29932416,2.3078192
"2006-01-03 11:15",81,2006-01-03,"11","15",2.2936608,2,59,2.29932416,2.3078192
"2006-01-03 11:30",82,2006-01-03,"11","30",2.3219776,2,59,2.29932416,2.3078192
"2006-01-03 11:45",81,2006-01-03,"11","45",2.2936608,2,59,2.29932416,2.3078192
"2006-01-03 12:00",81,2006-01-03,"12","00",2.2936608,2,60,2.2936608,2.30074
"2006-01-03 12:15",81,2006-01-03,"12","15",2.2936608,2,60,2.2936608,2.30074
"2006-01-03 12:30",82,2006-01-03,"12","30",2.3219776,2,60,2.2936608,2.30074
"2006-01-03 12:45",81,2006-01-03,"12","45",2.2936608,2,60,2.2936608,2.30074
"2006-01-03 13:00",81,2006-01-03,"13","00",2.2936608,2,61,2.30498752,2.30074
"2006-01-03 13:15",81,2006-01-03,"13","15",2.2936608,2,61,2.30498752,2.30074
"2006-01-03 13:30",82,2006-01-03,"13","30",2.3219776,2,61,2.30498752,2.30074
"2006-01-03 13:45",81,2006-01-03,"13","45",2.2936608,2,61,2.30498752,2.30074
"2006-01-03 14:00",82,2006-01-03,"14","00",2.3219776,2,62,2.28851229090909,2.2936608
"2006-01-03 14:15",81,2006-01-03,"14","15",2.2936608,2,62,2.28851229090909,2.2936608
"2006-01-03 14:30",80,2006-01-03,"14","30",2.265344,2,62,2.28851229090909,2.2936608
"2006-01-03 14:45",81,2006-01-03,"14","45",2.2936608,2,62,2.28851229090909,2.2936608
"2006-01-03 15:00",81,2006-01-03,"15","00",2.2936608,2,63,2.28107555555556,2.2936608
"2006-01-03 15:15",82,2006-01-03,"15","15",2.3219776,2,63,2.28107555555556,2.2936608
"2006-01-03 15:30",80,2006-01-03,"15","30",2.265344,2,63,2.28107555555556,2.2936608
"2006-01-03 15:45",81,2006-01-03,"15","45",2.2936608,2,63,2.28107555555556,2.2936608
"2006-01-03 16:00",80,2006-01-03,"16","00",2.265344,2,64,2.26219768888889,2.265344
"2006-01-03 16:15",80,2006-01-03,"16","15",2.265344,2,64,2.26219768888889,2.265344
"2006-01-03 16:30",80,2006-01-03,"16","30",2.265344,2,64,2.26219768888889,2.265344
"2006-01-03 16:45",80,2006-01-03,"16","45",2.265344,2,64,2.26219768888889,2.265344
"2006-01-03 17:00",80,2006-01-03,"17","00",2.265344,2,65,2.2547252,2.2582648
"2006-01-03 17:15",79,2006-01-03,"17","15",2.2370272,2,65,2.2547252,2.2582648
"2006-01-03 17:30",80,2006-01-03,"17","30",2.265344,2,65,2.2547252,2.2582648
"2006-01-03 17:45",80,2006-01-03,"17","45",2.265344,2,65,2.2547252,2.2582648
"2006-01-03 18:00",81,2006-01-03,"18","00",2.2936608,2,66,2.27478293333333,2.2582648
"2006-01-03 18:15",79,2006-01-03,"18","15",2.2370272,2,66,2.27478293333333,2.2582648
"2006-01-03 18:30",80,2006-01-03,"18","30",2.265344,2,66,2.27478293333333,2.2582648
"2006-01-03 18:45",79,2006-01-03,"18","45",2.2370272,2,66,2.27478293333333,2.2582648
"2006-01-03 19:00",80,2006-01-03,"19","00",2.265344,2,67,2.2688836,2.265344
"2006-01-03 19:15",80,2006-01-03,"19","15",2.265344,2,67,2.2688836,2.265344
"2006-01-03 19:30",80,2006-01-03,"19","30",2.265344,2,67,2.2688836,2.265344
"2006-01-03 19:45",80,2006-01-03,"19","45",2.265344,2,67,2.2688836,2.265344
"2006-01-03 20:00",81,2006-01-03,"20","00",2.2936608,2,68,2.2724232,2.2724232
"2006-01-03 20:15",81,2006-01-03,"20","15",2.2936608,2,68,2.2724232,2.2724232
"2006-01-03 20:30",80,2006-01-03,"20","30",2.265344,2,68,2.2724232,2.2724232
"2006-01-03 20:45",79,2006-01-03,"20","45",2.2370272,2,68,2.2724232,2.2724232
"2006-01-03 21:00",79,2006-01-03,"21","00",2.2370272,2,69,2.27383904,2.2582648
"2006-01-03 21:15",80,2006-01-03,"21","15",2.265344,2,69,2.27383904,2.2582648
"2006-01-03 21:30",80,2006-01-03,"21","30",2.265344,2,69,2.27383904,2.2582648
"2006-01-03 21:45",80,2006-01-03,"21","45",2.265344,2,69,2.27383904,2.2582648
"2006-01-03 22:00",81,2006-01-03,"22","00",2.2936608,2,70,2.28851229090909,2.2795024
"2006-01-03 22:15",80,2006-01-03,"22","15",2.265344,2,70,2.28851229090909,2.2795024
"2006-01-03 22:30",80,2006-01-03,"22","30",2.265344,2,70,2.28851229090909,2.2795024
"2006-01-03 22:45",81,2006-01-03,"22","45",2.2936608,2,70,2.28851229090909,2.2795024
"2006-01-03 23:00",81,2006-01-03,"23","00",2.2936608,2,71,2.29680711111111,2.3148984
"2006-01-03 23:15",83,2006-01-03,"23","15",2.3502944,2,71,2.29680711111111,2.3148984
"2006-01-03 23:30",82,2006-01-03,"23","30",2.3219776,2,71,2.29680711111111,2.3148984
"2006-01-03 23:45",81,2006-01-03,"23","45",2.2936608,2,71,2.29680711111111,2.3148984
